"species","date","geo_group","region","mean"
"salmon",2022-04-01,"area","area_5",7.31
"salmon",2022-05-01,"area","area_5",8.46
"salmon",2022-06-01,"area","area_5",10.27
"salmon",2022-07-01,"area","area_5",12.08
"salmon",2022-08-01,"area","area_5",14.88
"salmon",2022-09-01,"area","area_5",16.92
"salmon",2022-10-01,"area","area_5",19.09
"salmon",2022-11-01,"area","area_5",19.67
"salmon",2022-12-01,"area","area_5",22.07
"salmon",2023-01-01,"area","area_5",1.1
"salmon",2023-02-01,"area","area_5",2.85
"salmon",2023-03-01,"area","area_5",5.72
"salmon",2023-04-01,"area","area_5",6.93
"salmon",2023-05-01,"area","area_5",8.72
"salmon",2023-06-01,"area","area_5",11.6
"salmon",2023-07-01,"area","area_5",14.6
"salmon",2023-08-01,"area","area_5",16.7
"salmon",2023-09-01,"area","area_5",18.9
"salmon",2023-10-01,"area","area_5",21.74
"salmon",2023-11-01,"area","area_5",23.17
"salmon",2023-12-01,"area","area_5",24.78
"salmon",2024-01-01,"area","area_5",1.74
"salmon",2024-02-01,"area","area_5",4.38
"salmon",2024-03-01,"area","area_5",7.29
"salmon",2024-04-01,"area","area_5",8.82
"salmon",2024-05-01,"area","area_5",10.23
"salmon",2024-06-01,"area","area_5",12.95
"salmon",2024-07-01,"area","area_5",14.95
"salmon",2024-08-01,"area","area_5",17.58
"salmon",2024-09-01,"area","area_5",19.05
"salmon",2024-10-01,"area","area_5",20.02
"salmon",2024-11-01,"area","area_5",21
"salmon",2024-12-01,"area","area_5",21.67
"salmon",2025-01-01,"area","area_5",1.74
"salmon",2025-02-01,"area","area_5",3.08
"salmon",2025-03-01,"area","area_5",5.82
"salmon",2025-04-01,"area","area_5",7.04
"salmon",2025-05-01,"area","area_5",7.75
"salmon",2025-06-01,"area","area_5",9.82
"salmon",2025-07-01,"area","area_5",11.1
"salmon",2025-08-01,"area","area_5",13.32
"salmon",2025-09-01,"area","area_5",14.35
"salmon",2025-10-01,"area","area_5",17.07
"salmon",2025-11-01,"area","area_5",18.52
"salmon",2025-12-01,"area","area_5",20.43
"rainbowtrout",2021-01-01,"county","county_1",1.11
"rainbowtrout",2021-02-01,"county","county_1",2.09
"rainbowtrout",2021-03-01,"county","county_1",3.11
"rainbowtrout",2021-04-01,"county","county_1",5.28
"rainbowtrout",2021-05-01,"county","county_1",5.85
"rainbowtrout",2021-06-01,"county","county_1",8.21
"rainbowtrout",2021-07-01,"county","county_1",10.05
"rainbowtrout",2021-08-01,"county","county_1",11.79
"rainbowtrout",2021-09-01,"county","county_1",13.73
"rainbowtrout",2021-10-01,"county","county_1",15.13
"rainbowtrout",2021-11-01,"county","county_1",16.09
"rainbowtrout",2021-12-01,"county","county_1",17.57
"rainbowtrout",2022-01-01,"county","county_1",2.01
"rainbowtrout",2022-02-01,"county","county_1",4.03
"rainbowtrout",2022-03-01,"county","county_1",5.91
"rainbowtrout",2022-04-01,"county","county_1",8.08
"rainbowtrout",2022-05-01,"county","county_1",10.42
"rainbowtrout",2022-06-01,"county","county_1",11.19
"rainbowtrout",2022-07-01,"county","county_1",11.96
"rainbowtrout",2022-08-01,"county","county_1",14.2
"rainbowtrout",2022-09-01,"county","county_1",15.43
"rainbowtrout",2022-10-01,"county","county_1",17.54
"rainbowtrout",2022-11-01,"county","county_1",20.51
"rainbowtrout",2022-12-01,"county","county_1",22.09
"rainbowtrout",2023-01-01,"county","county_1",1.04
"rainbowtrout",2023-02-01,"county","county_1",2.29
"rainbowtrout",2023-03-01,"county","county_1",4.99
"rainbowtrout",2023-04-01,"county","county_1",5.72
"rainbowtrout",2023-05-01,"county","county_1",7.93
"rainbowtrout",2023-06-01,"county","county_1",9.3
"rainbowtrout",2023-07-01,"county","county_1",11.39
"rainbowtrout",2023-08-01,"county","county_1",12.9
"rainbowtrout",2023-09-01,"county","county_1",14.04
"rainbowtrout",2023-10-01,"county","county_1",15.12
"rainbowtrout",2023-11-01,"county","county_1",18.09
"rainbowtrout",2023-12-01,"county","county_1",19.52
"rainbowtrout",2024-01-01,"county","county_1",2.33
"rainbowtrout",2024-02-01,"county","county_1",4.76
"rainbowtrout",2024-03-01,"county","county_1",6.42
"rainbowtrout",2024-04-01,"county","county_1",8.53
"rainbowtrout",2024-05-01,"county","county_1",11.32
"rainbowtrout",2024-06-01,"county","county_1",14.16
"rainbowtrout",2024-07-01,"county","county_1",16.43
"rainbowtrout",2024-08-01,"county","county_1",16.93
"rainbowtrout",2024-09-01,"county","county_1",17.53
"rainbowtrout",2024-10-01,"county","county_1",19.19
"rainbowtrout",2024-11-01,"county","county_1",21.98
"rainbowtrout",2024-12-01,"county","county_1",23.22
"rainbowtrout",2025-01-01,"county","county_1",1.44
"rainbowtrout",2025-02-01,"county","county_1",3.17
"rainbowtrout",2025-03-01,"county","county_1",5.84
"rainbowtrout",2025-04-01,"county","county_1",7.73
"rainbowtrout",2025-05-01,"county","county_1",8.53
"rainbowtrout",2025-06-01,"county","county_1",10.96
"rainbowtrout",2025-07-01,"county","county_1",13.3
"rainbowtrout",2025-08-01,"county","county_1",15.48
"rainbowtrout",2025-09-01,"county","county_1",17.35
"rainbowtrout",2025-10-01,"county","county_1",20.06
"rainbowtrout",2025-11-01,"county","county_1",21.13
"rainbowtrout",2025-12-01,"county","county_1",22.05
"rainbowtrout",2021-01-01,"county","county_2",2.28
"rainbowtrout",2021-02-01,"county","county_2",3.55
"rainbowtrout",2021-03-01,"county","county_2",4.3
"rainbowtrout",2021-04-01,"county","county_2",6.29
"rainbowtrout",2021-05-01,"county","county_2",7.47
"rainbowtrout",2021-06-01,"county","county_2",10.14
"rainbowtrout",2021-07-01,"county","county_2",12.74
"rainbowtrout",2021-08-01,"county","county_2",13.62
"rainbowtrout",2021-09-01,"county","county_2",14.26
"rainbowtrout",2021-10-01,"county","county_2",15.91
"rainbowtrout",2021-11-01,"county","county_2",18.3
"rainbowtrout",2021-12-01,"county","county_2",19.15
"rainbowtrout",2022-01-01,"county","county_2",1.54
"rainbowtrout",2022-02-01,"county","county_2",3.79
"rainbowtrout",2022-03-01,"county","county_2",6.33
"rainbowtrout",2022-04-01,"county","county_2",8.73
"rainbowtrout",2022-05-01,"county","county_2",11.72
"rainbowtrout",2022-06-01,"county","county_2",13.54
"rainbowtrout",2022-07-01,"county","county_2",16.18
"rainbowtrout",2022-08-01,"county","county_2",17.75
"rainbowtrout",2022-09-01,"county","county_2",19.93
"rainbowtrout",2022-10-01,"county","county_2",21.62
"rainbowtrout",2022-11-01,"county","county_2",23.26
"rainbowtrout",2022-12-01,"county","county_2",25.16
"rainbowtrout",2023-01-01,"county","county_2",2.94
"rainbowtrout",2023-02-01,"county","county_2",5.23
"rainbowtrout",2023-03-01,"county","county_2",7.71
"rainbowtrout",2023-04-01,"county","county_2",9.2
"rainbowtrout",2023-05-01,"county","county_2",10.17
"rainbowtrout",2023-06-01,"county","county_2",12.8
"rainbowtrout",2023-07-01,"county","county_2",13.56
"rainbowtrout",2023-08-01,"county","county_2",14.26
"rainbowtrout",2023-09-01,"county","county_2",14.86
"rainbowtrout",2023-10-01,"county","county_2",16.59
"rainbowtrout",2023-11-01,"county","county_2",17.87
"rainbowtrout",2023-12-01,"county","county_2",20.19
"rainbowtrout",2024-01-01,"county","county_2",1.96
"rainbowtrout",2024-02-01,"county","county_2",4.37
"rainbowtrout",2024-03-01,"county","county_2",5.79
"rainbowtrout",2024-04-01,"county","county_2",6.74
"rainbowtrout",2024-05-01,"county","county_2",9.12
"rainbowtrout",2024-06-01,"county","county_2",11.04
"rainbowtrout",2024-07-01,"county","county_2",11.77
"rainbowtrout",2024-08-01,"county","county_2",14.24
"rainbowtrout",2024-09-01,"county","county_2",16.95
"rainbowtrout",2024-10-01,"county","county_2",18.34
"rainbowtrout",2024-11-01,"county","county_2",20.06
"rainbowtrout",2024-12-01,"county","county_2",21.22
"rainbowtrout",2025-01-01,"county","county_2",2.96
"rainbowtrout",2025-02-01,"county","county_2",4.22
"rainbowtrout",2025-03-01,"county","county_2",6.79
"rainbowtrout",2025-04-01,"county","county_2",7.4
"rainbowtrout",2025-05-01,"county","county_2",8.12
"rainbowtrout",2025-06-01,"county","county_2",10.21
"rainbowtrout",2025-07-01,"county","county_2",11.38
"rainbowtrout",2025-08-01,"county","county_2",12.03
"rainbowtrout",2025-09-01,"county","county_2",12.72
"rainbowtrout",2025-10-01,"county","county_2",14.88
"rainbowtrout",2025-11-01,"county","county_2",15.76
"rainbowtrout",2025-12-01,"county","county_2",18.6
"rainbowtrout",2021-01-01,"county","county_3",1.86
"rainbowtrout",2021-02-01,"county","county_3",3.77
"rainbowtrout",2021-03-01,"county","county_3",5.29
"rainbowtrout",2021-04-01,"county","county_3",5.84
"rainbowtrout",2021-05-01,"county","county_3",8.74
"rainbowtrout",2021-06-01,"county","county_3",10.2
"rainbowtrout",2021-07-01,"county","county_3",11.97
"rainbowtrout",2021-08-01,"county","county_3",13.97
"rainbowtrout",2021-09-01,"county","county_3",14.53
"rainbowtrout",2021-10-01,"county","county_3",16.82
"rainbowtrout",2021-11-01,"county","county_3",17.77
"rainbowtrout",2021-12-01,"county","county_3",19.29
"rainbowtrout",2022-01-01,"county","county_3",0.78
"rainbowtrout",2022-02-01,"county","county_3",2.97
"rainbowtrout",2022-03-01,"county","county_3",5.31
"rainbowtrout",2022-04-01,"county","county_3",6.3
"rainbowtrout",2022-05-01,"county","county_3",7.54
"rainbowtrout",2022-06-01,"county","county_3",9.54
"rainbowtrout",2022-07-01,"county","county_3",11.92
"rainbowtrout",2022-08-01,"county","county_3",14.92
"rainbowtrout",2022-09-01,"county","county_3",17.48
"rainbowtrout",2022-10-01,"county","county_3",19.21
"rainbowtrout",2022-11-01,"county","county_3",20.67
"rainbowtrout",2022-12-01,"county","county_3",23.64
"rainbowtrout",2023-01-01,"county","county_3",0.58
"rainbowtrout",2023-02-01,"county","county_3",2.22
"rainbowtrout",2023-03-01,"county","county_3",3.19
"rainbowtrout",2023-04-01,"county","county_3",5.73
"rainbowtrout",2023-05-01,"county","county_3",8.71
"rainbowtrout",2023-06-01,"county","county_3",11.65
"rainbowtrout",2023-07-01,"county","county_3",12.77
"rainbowtrout",2023-08-01,"county","county_3",14.76
"rainbowtrout",2023-09-01,"county","county_3",15.29
"rainbowtrout",2023-10-01,"county","county_3",17.14
"rainbowtrout",2023-11-01,"county","county_3",19.8
"rainbowtrout",2023-12-01,"county","county_3",21.16
"rainbowtrout",2024-01-01,"county","county_3",1.77
"rainbowtrout",2024-02-01,"county","county_3",2.64
"rainbowtrout",2024-03-01,"county","county_3",3.84
"rainbowtrout",2024-04-01,"county","county_3",6.3
"rainbowtrout",2024-05-01,"county","county_3",8.24
"rainbowtrout",2024-06-01,"county","county_3",9.58
"rainbowtrout",2024-07-01,"county","county_3",11.82
"rainbowtrout",2024-08-01,"county","county_3",14.42
"rainbowtrout",2024-09-01,"county","county_3",15.81
"rainbowtrout",2024-10-01,"county","county_3",16.47
"rainbowtrout",2024-11-01,"county","county_3",18.2
"rainbowtrout",2024-12-01,"county","county_3",19.11
"rainbowtrout",2025-01-01,"county","county_3",1.95
"rainbowtrout",2025-02-01,"county","county_3",4.45
"rainbowtrout",2025-03-01,"county","county_3",5.09
"rainbowtrout",2025-04-01,"county","county_3",6.79
"rainbowtrout",2025-05-01,"county","county_3",8.18
"rainbowtrout",2025-06-01,"county","county_3",10.31
"rainbowtrout",2025-07-01,"county","county_3",13.06
"rainbowtrout",2025-08-01,"county","county_3",15.79
"rainbowtrout",2025-09-01,"county","county_3",17.6
"rainbowtrout",2025-10-01,"county","county_3",20.03
"rainbowtrout",2025-11-01,"county","county_3",20.57
"rainbowtrout",2025-12-01,"county","county_3",22.39
"salmon",2021-01-01,"county","county_1",2.57
"salmon",2021-02-01,"county","county_1",5.34
"salmon",2021-03-01,"county","county_1",6.13
"salmon",2021-04-01,"county","county_1",7.24
"salmon",2021-05-01,"county","county_1",9.3
"salmon",2021-06-01,"county","county_1",9.86
"salmon",2021-07-01,"county","county_1",12.78
"salmon",2021-08-01,"county","county_1",13.91
"salmon",2021-09-01,"county","county_1",15.9
"salmon",2021-10-01,"county","county_1",17.11
"salmon",2021-11-01,"county","county_1",19.56
"salmon",2021-12-01,"county","county_1",21.66
"salmon",2022-01-01,"county","county_1",0.83
"salmon",2022-02-01,"county","county_1",1.79
"salmon",2022-03-01,"county","county_1",3.18
"salmon",2022-04-01,"county","county_1",5.22
"salmon",2022-05-01,"county","county_1",5.76
"salmon",2022-06-01,"county","county_1",8.03
"salmon",2022-07-01,"county","county_1",8.71
"salmon",2022-08-01,"county","county_1",11.53
"salmon",2022-09-01,"county","county_1",12.68
"salmon",2022-10-01,"county","county_1",13.36
"salmon",2022-11-01,"county","county_1",14.86
"salmon",2022-12-01,"county","county_1",15.38
"salmon",2023-01-01,"county","county_1",0.98
"salmon",2023-02-01,"county","county_1",3.86
"salmon",2023-03-01,"county","county_1",6.03
"salmon",2023-04-01,"county","county_1",7.64
"salmon",2023-05-01,"county","county_1",9.18
"salmon",2023-06-01,"county","county_1",12.13
"salmon",2023-07-01,"county","county_1",12.95
"salmon",2023-08-01,"county","county_1",15.18
"salmon",2023-09-01,"county","county_1",15.79
"salmon",2023-10-01,"county","county_1",17.88
"salmon",2023-11-01,"county","county_1",19.61
"salmon",2023-12-01,"county","county_1",22.26
"salmon",2024-01-01,"county","county_1",0.61
"salmon",2024-02-01,"county","county_1",3.43
"salmon",2024-03-01,"county","county_1",5.17
"salmon",2024-04-01,"county","county_1",6.66
"salmon",2024-05-01,"county","county_1",9.38
"salmon",2024-06-01,"county","county_1",11.37
"salmon",2024-07-01,"county","county_1",12.84
"salmon",2024-08-01,"county","county_1",14.44
"salmon",2024-09-01,"county","county_1",15.58
"salmon",2024-10-01,"county","county_1",16.69
"salmon",2024-11-01,"county","county_1",17.93
"salmon",2024-12-01,"county","county_1",18.65
"salmon",2025-01-01,"county","county_1",2.43
"salmon",2025-02-01,"county","county_1",4.52
"salmon",2025-03-01,"county","county_1",6
"salmon",2025-04-01,"county","county_1",8.11
"salmon",2025-05-01,"county","county_1",10.17
"salmon",2025-06-01,"county","county_1",10.73
"salmon",2025-07-01,"county","county_1",11.61
"salmon",2025-08-01,"county","county_1",13.07
"salmon",2025-09-01,"county","county_1",15.64
"salmon",2025-10-01,"county","county_1",16.27
"salmon",2025-11-01,"county","county_1",17.34
"salmon",2025-12-01,"county","county_1",18.04
"salmon",2021-01-01,"county","county_2",2.8
"salmon",2021-02-01,"county","county_2",5.38
"salmon",2021-03-01,"county","county_2",5.94
"salmon",2021-04-01,"county","county_2",8.84
"salmon",2021-05-01,"county","county_2",9.47
"salmon",2021-06-01,"county","county_2",11.32
"salmon",2021-07-01,"county","county_2",12.25
"salmon",2021-08-01,"county","county_2",14.88
"salmon",2021-09-01,"county","county_2",16.15
"salmon",2021-10-01,"county","county_2",17.27
"salmon",2021-11-01,"county","county_2",17.81
"salmon",2021-12-01,"county","county_2",20.78
"salmon",2022-01-01,"county","county_2",2.2
"salmon",2022-02-01,"county","county_2",4.11
"salmon",2022-03-01,"county","county_2",6.76
"salmon",2022-04-01,"county","county_2",9.01
"salmon",2022-05-01,"county","county_2",9.78
"salmon",2022-06-01,"county","county_2",12.44
"salmon",2022-07-01,"county","county_2",14.99
"salmon",2022-08-01,"county","county_2",16.27
"salmon",2022-09-01,"county","county_2",17.07
"salmon",2022-10-01,"county","county_2",19.74
"salmon",2022-11-01,"county","county_2",21.59
"salmon",2022-12-01,"county","county_2",22.36
"salmon",2023-01-01,"county","county_2",2.91
"salmon",2023-02-01,"county","county_2",4.6
"salmon",2023-03-01,"county","county_2",5.47
"salmon",2023-04-01,"county","county_2",8.34
"salmon",2023-05-01,"county","county_2",10.6
"salmon",2023-06-01,"county","county_2",11.98
"salmon",2023-07-01,"county","county_2",13.76
"salmon",2023-08-01,"county","county_2",14.5
"salmon",2023-09-01,"county","county_2",17.18
"salmon",2023-10-01,"county","county_2",19.69
"salmon",2023-11-01,"county","county_2",20.57
"salmon",2023-12-01,"county","county_2",21.29
"salmon",2024-01-01,"county","county_2",1.76
"salmon",2024-02-01,"county","county_2",3.04
"salmon",2024-03-01,"county","county_2",5.87
"salmon",2024-04-01,"county","county_2",8.5
"salmon",2024-05-01,"county","county_2",10
"salmon",2024-06-01,"county","county_2",12.04
"salmon",2024-07-01,"county","county_2",14.09
"salmon",2024-08-01,"county","county_2",16.25
"salmon",2024-09-01,"county","county_2",17.86
"salmon",2024-10-01,"county","county_2",20.67
"salmon",2024-11-01,"county","county_2",23.35
"salmon",2024-12-01,"county","county_2",24.87
"salmon",2025-01-01,"county","county_2",2.08
"salmon",2025-02-01,"county","county_2",3.31
"salmon",2025-03-01,"county","county_2",5.32
"salmon",2025-04-01,"county","county_2",6.72
"salmon",2025-05-01,"county","county_2",7.64
"salmon",2025-06-01,"county","county_2",9.76
"salmon",2025-07-01,"county","county_2",11.15
"salmon",2025-08-01,"county","county_2",13.41
"salmon",2025-09-01,"county","county_2",15.37
"salmon",2025-10-01,"county","county_2",17.28
"salmon",2025-11-01,"county","county_2",20.08
"salmon",2025-12-01,"county","county_2",21.08
"salmon",2021-01-01,"county","county_3",1.13
"salmon",2021-02-01,"county","county_3",3.82
"salmon",2021-03-01,"county","county_3",4.75
"salmon",2021-04-01,"county","county_3",7.14
"salmon",2021-05-01,"county","county_3",8.71
"salmon",2021-06-01,"county","county_3",10.83
"salmon",2021-07-01,"county","county_3",12.48
"salmon",2021-08-01,"county","county_3",14.74
"salmon",2021-09-01,"county","county_3",16.52
"salmon",2021-10-01,"county","county_3",18.2
"salmon",2021-11-01,"county","county_3",19.42
"salmon",2021-12-01,"county","county_3",21.49
"salmon",2022-01-01,"county","county_3",1.96
"salmon",2022-02-01,"county","county_3",4.75
"salmon",2022-03-01,"county","county_3",6.98
"salmon",2022-04-01,"county","county_3",7.8
"salmon",2022-05-01,"county","county_3",10.36
"salmon",2022-06-01,"county","county_3",11.52
"salmon",2022-07-01,"county","county_3",13.68
"salmon",2022-08-01,"county","county_3",16.54
"salmon",2022-09-01,"county","county_3",17.58
"salmon",2022-10-01,"county","county_3",18.16
"salmon",2022-11-01,"county","county_3",18.89
"salmon",2022-12-01,"county","county_3",19.42
"salmon",2023-01-01,"county","county_3",0.71
"salmon",2023-02-01,"county","county_3",1.96
"salmon",2023-03-01,"county","county_3",3.69
"salmon",2023-04-01,"county","county_3",5.54
"salmon",2023-05-01,"county","county_3",7.49
"salmon",2023-06-01,"county","county_3",10.3
"salmon",2023-07-01,"county","county_3",12.4
"salmon",2023-08-01,"county","county_3",14.47
"salmon",2023-09-01,"county","county_3",16.94
"salmon",2023-10-01,"county","county_3",17.77
"salmon",2023-11-01,"county","county_3",19.5
"salmon",2023-12-01,"county","county_3",20.79
"salmon",2024-01-01,"county","county_3",1.59
"salmon",2024-02-01,"county","county_3",3.69
"salmon",2024-03-01,"county","county_3",6.16
"salmon",2024-04-01,"county","county_3",7.48
"salmon",2024-05-01,"county","county_3",9.4
"salmon",2024-06-01,"county","county_3",12.24
"salmon",2024-07-01,"county","county_3",12.89
"salmon",2024-08-01,"county","county_3",14.9
"salmon",2024-09-01,"county","county_3",15.96
"salmon",2024-10-01,"county","county_3",18.25
"salmon",2024-11-01,"county","county_3",21.16
"salmon",2024-12-01,"county","county_3",23.72
"salmon",2025-01-01,"county","county_3",1.05
"salmon",2025-02-01,"county","county_3",3.29
"salmon",2025-03-01,"county","county_3",5.88
"salmon",2025-04-01,"county","county_3",6.6
"salmon",2025-05-01,"county","county_3",8.68
"salmon",2025-06-01,"county","county_3",9.94
"salmon",2025-07-01,"county","county_3",10.71
"salmon",2025-08-01,"county","county_3",12.22
"salmon",2025-09-01,"county","county_3",13.5
"salmon",2025-10-01,"county","county_3",15.86
"salmon",2025-11-01,"county","county_3",17.61
"salmon",2025-12-01,"county","county_3",18.84
"rainbowtrout",2021-01-01,"country","Country",1.5
"rainbowtrout",2021-02-01,"country","Country",2.13
"rainbowtrout",2021-03-01,"country","Country",3.08
"rainbowtrout",2021-04-01,"country","Country",3.65
"rainbowtrout",2021-05-01,"country","Country",4.35
"rainbowtrout",2021-06-01,"country","Country",6.23
"rainbowtrout",2021-07-01,"country","Country",7.45
"rainbowtrout",2021-08-01,"country","Country",10.32
"rainbowtrout",2021-09-01,"country","Country",10.87
"rainbowtrout",2021-10-01,"country","Country",13.22
"rainbowtrout",2021-11-01,"country","Country",15.44
"rainbowtrout",2021-12-01,"country","Country",17.51
"rainbowtrout",2022-01-01,"country","Country",1.78
"rainbowtrout",2022-02-01,"country","Country",2.34
"rainbowtrout",2022-03-01,"country","Country",4.61
"rainbowtrout",2022-04-01,"country","Country",7.54
"rainbowtrout",2022-05-01,"country","Country",9.95
"rainbowtrout",2022-06-01,"country","Country",10.48
"rainbowtrout",2022-07-01,"country","Country",11.54
"rainbowtrout",2022-08-01,"country","Country",12.89
"rainbowtrout",2022-09-01,"country","Country",13.66
"rainbowtrout",2022-10-01,"country","Country",14.81
"rainbowtrout",2022-11-01,"country","Country",15.68
"rainbowtrout",2022-12-01,"country","Country",18.37
"rainbowtrout",2023-01-01,"country","Country",2.39
"rainbowtrout",2023-02-01,"country","Country",5.32
"rainbowtrout",2023-03-01,"country","Country",6.54
"rainbowtrout",2023-04-01,"country","Country",8.1
"rainbowtrout",2023-05-01,"country","Country",10.84
"rainbowtrout",2023-06-01,"country","Country",12.01
"rainbowtrout",2023-07-01,"country","Country",13.03
"rainbowtrout",2023-08-01,"country","Country",14.81
"rainbowtrout",2023-09-01,"country","Country",15.79
"rainbowtrout",2023-10-01,"country","Country",16.47
"rainbowtrout",2023-11-01,"country","Country",17.3
"rainbowtrout",2023-12-01,"country","Country",19.96
"rainbowtrout",2024-01-01,"country","Country",1.38
"rainbowtrout",2024-02-01,"country","Country",4.18
"rainbowtrout",2024-03-01,"country","Country",6.04
"rainbowtrout",2024-04-01,"country","Country",7.36
"rainbowtrout",2024-05-01,"country","Country",10.09
"rainbowtrout",2024-06-01,"country","Country",11.98
"rainbowtrout",2024-07-01,"country","Country",12.65
"rainbowtrout",2024-08-01,"country","Country",14.13
"rainbowtrout",2024-09-01,"country","Country",16.36
"rainbowtrout",2024-10-01,"country","Country",17.59
"rainbowtrout",2024-11-01,"country","Country",19.76
"rainbowtrout",2024-12-01,"country","Country",21.43
"rainbowtrout",2025-01-01,"country","Country",1.82
"rainbowtrout",2025-02-01,"country","Country",3.79
"rainbowtrout",2025-03-01,"country","Country",6.74
"rainbowtrout",2025-04-01,"country","Country",7.68
"rainbowtrout",2025-05-01,"country","Country",10.35
"rainbowtrout",2025-06-01,"country","Country",12.82
"rainbowtrout",2025-07-01,"country","Country",13.63
"rainbowtrout",2025-08-01,"country","Country",16
"rainbowtrout",2025-09-01,"country","Country",17.28
"rainbowtrout",2025-10-01,"country","Country",19.96
"rainbowtrout",2025-11-01,"country","Country",21.39
"rainbowtrout",2025-12-01,"country","Country",24.27
"salmon",2021-01-01,"country","Country",1.04
"salmon",2021-02-01,"country","Country",3.36
"salmon",2021-03-01,"country","Country",4.86
"salmon",2021-04-01,"country","Country",5.51
"salmon",2021-05-01,"country","Country",6.91
"salmon",2021-06-01,"country","Country",7.9
"salmon",2021-07-01,"country","Country",10.87
"salmon",2021-08-01,"country","Country",13.72
"salmon",2021-09-01,"country","Country",14.61
"salmon",2021-10-01,"country","Country",16.91
"salmon",2021-11-01,"country","Country",18.41
"salmon",2021-12-01,"country","Country",21.11
"salmon",2022-01-01,"country","Country",1.17
"salmon",2022-02-01,"country","Country",1.91
"salmon",2022-03-01,"country","Country",4.86
"salmon",2022-04-01,"country","Country",6.26
"salmon",2022-05-01,"country","Country",7.5
"salmon",2022-06-01,"country","Country",8.43
"salmon",2022-07-01,"country","Country",9.38
"salmon",2022-08-01,"country","Country",11.39
"salmon",2022-09-01,"country","Country",13.15
"salmon",2022-10-01,"country","Country",14.69
"salmon",2022-11-01,"country","Country",16.74
"salmon",2022-12-01,"country","Country",18.81
"salmon",2023-01-01,"country","Country",1.71
"salmon",2023-02-01,"country","Country",2.64
"salmon",2023-03-01,"country","Country",4.48
"salmon",2023-04-01,"country","Country",6.5
"salmon",2023-05-01,"country","Country",9.2
"salmon",2023-06-01,"country","Country",11.54
"salmon",2023-07-01,"country","Country",13.74
"salmon",2023-08-01,"country","Country",16.65
"salmon",2023-09-01,"country","Country",19.61
"salmon",2023-10-01,"country","Country",21.55
"salmon",2023-11-01,"country","Country",24.36
"salmon",2023-12-01,"country","Country",27.12
"salmon",2024-01-01,"country","Country",2.6
"salmon",2024-02-01,"country","Country",4.19
"salmon",2024-03-01,"country","Country",4.85
"salmon",2024-04-01,"country","Country",7.79
"salmon",2024-05-01,"country","Country",9.09
"salmon",2024-06-01,"country","Country",10.51
"salmon",2024-07-01,"country","Country",12.32
"salmon",2024-08-01,"country","Country",13.19
"salmon",2024-09-01,"country","Country",15.92
"salmon",2024-10-01,"country","Country",16.81
"salmon",2024-11-01,"country","Country",19.76
"salmon",2024-12-01,"country","Country",20.36
"salmon",2025-01-01,"country","Country",2.2
"salmon",2025-02-01,"country","Country",3.4
"salmon",2025-03-01,"country","Country",6.22
"salmon",2025-04-01,"country","Country",8.24
"salmon",2025-05-01,"country","Country",9.93
"salmon",2025-06-01,"country","Country",10.65
"salmon",2025-07-01,"country","Country",13.64
"salmon",2025-08-01,"country","Country",15.26
"salmon",2025-09-01,"country","Country",16.6
"salmon",2025-10-01,"country","Country",18.49
"salmon",2025-11-01,"country","Country",20.37
"salmon",2025-12-01,"country","Country",22.11
